GEO UID,Census Tract name,Total Education,No certificate,High (secondary) school,Postsecondary Education,No certificate %,High (secondary) school %,Postsecondary Education %
5350520.02,520.02,4195,450,740,3005,10.73,17.64,71.63
5350520.05,520.05,1905,175,510,1220,9.19,26.77,64.04
5350520.07,520.07,2830,210,420,2200,7.42,14.84,77.74
5350520.08,520.08,3610,280,795,2535,7.76,22.02,70.22
5350520.09,520.09,4495,225,750,3520,5.01,16.69,78.31
5350520.11,520.11,3125,150,480,2495,4.8,15.36,79.84
5350520.12,520.12,2795,70,395,2330,2.5,14.13,83.36
5350521.01,521.01,3035,155,575,2310,5.11,18.95,76.11
5350521.02,521.02,1820,145,435,1245,7.97,23.9,68.41
5350521.03,521.03,2720,255,700,1765,9.38,25.74,64.89
5350521.04,521.04,3525,320,790,2415,9.08,22.41,68.51
5350521.05,521.05,2445,335,615,1500,13.7,25.15,61.35
5350521.06,521.06,2875,195,530,2150,6.78,18.43,74.78
5350522.0,522.0,3040,235,730,2075,7.73,24.01,68.26
5350523.0,523.0,3150,405,695,2050,12.86,22.06,65.08
5350524.01,524.01,2565,245,545,1775,9.55,21.25,69.2
5350524.02,524.02,1795,180,500,1115,10.03,27.86,62.12
5350525.01,525.01,1690,190,510,990,11.24,30.18,58.58
5350525.02,525.02,2245,200,570,1480,8.91,25.39,65.92
5350526.01,526.01,3255,520,910,1825,15.98,27.96,56.07
5350526.02,526.02,1975,315,410,1250,15.95,20.76,63.29
5350527.02,527.02,2285,135,510,1640,5.91,22.32,71.77
5350527.04,527.04,3005,115,670,2225,3.83,22.3,74.04
5350527.05,527.05,2730,210,645,1875,7.69,23.63,68.68
5350527.06,527.06,1820,105,355,1350,5.77,19.51,74.18
5350527.07,527.07,2510,225,765,1525,8.96,30.48,60.76
5350527.08,527.08,2125,190,520,1415,8.94,24.47,66.59
5350527.09,527.09,1895,185,400,1305,9.76,21.11,68.87
5350527.1,527.1,2875,65,375,2435,2.26,13.04,84.7
5350527.11,527.11,6230,310,865,5055,4.98,13.88,81.14
5350527.12,527.12,2650,210,705,1730,7.92,26.6,65.28
5350527.13,527.13,2615,110,380,2130,4.21,14.53,81.45
5350528.01,528.01,2935,215,575,2155,7.33,19.59,73.42
5350528.11,528.11,2680,110,465,2105,4.1,17.35,78.54
5350528.12,528.12,3000,135,540,2320,4.5,18.0,77.33
5350528.13,528.13,1765,100,275,1400,5.67,15.58,79.32
5350528.15,528.15,2355,140,415,1795,5.94,17.62,76.22
5350528.16,528.16,2800,255,535,2015,9.11,19.11,71.96
5350528.18,528.18,3735,295,800,2650,7.9,21.42,70.95
5350528.19,528.19,2855,215,595,2055,7.53,20.84,71.98
5350528.2,528.2,2985,395,735,1860,13.23,24.62,62.31
5350528.21,528.21,2120,225,555,1340,10.61,26.18,63.21
5350528.22,528.22,3220,435,785,2000,13.51,24.38,62.11
5350528.24,528.24,2620,185,650,1785,7.06,24.81,68.13
5350528.26,528.26,4055,270,790,2990,6.66,19.48,73.74
5350528.31,528.31,2850,295,680,1870,10.35,23.86,65.61
5350528.32,528.32,2390,145,395,1850,6.07,16.53,77.41
5350528.33,528.33,3445,150,605,2690,4.35,17.56,78.08
5350528.34,528.34,3480,275,650,2550,7.9,18.68,73.28
5350528.35,528.35,1745,85,425,1240,4.87,24.36,71.06
5350528.39,528.39,3870,115,550,3205,2.97,14.21,82.82
5350528.4,528.4,3345,230,565,2550,6.88,16.89,76.23
5350528.42,528.42,2900,265,550,2085,9.14,18.97,71.9
5350528.43,528.43,2655,135,455,2070,5.08,17.14,77.97
5350528.44,528.44,1000,85,185,730,8.5,18.5,73.0
5350528.45,528.45,2970,265,675,2035,8.92,22.73,68.52
5350528.46,528.46,3845,265,745,2830,6.89,19.38,73.6
5350528.47,528.47,2850,205,560,2080,7.19,19.65,72.98
5350528.49,528.49,2645,190,360,2090,7.18,13.61,79.02
5350528.5,528.5,1855,135,455,1265,7.28,24.53,68.19
5350528.51,528.51,2140,210,515,1420,9.81,24.07,66.36
5350528.52,528.52,3625,240,710,2675,6.62,19.59,73.79
5350528.53,528.53,1360,50,235,1065,3.68,17.28,78.31
5350528.54,528.54,1640,110,315,1215,6.71,19.21,74.09
5350528.55,528.55,2730,255,655,1815,9.34,23.99,66.48
5350528.56,528.56,1965,115,480,1375,5.85,24.43,69.97
5350528.57,528.57,2265,210,375,1680,9.27,16.56,74.17
5350528.58,528.58,2335,250,530,1555,10.71,22.7,66.6
5350528.59,528.59,2360,180,455,1720,7.63,19.28,72.88
5350528.6,528.6,2070,175,415,1475,8.45,20.05,71.26
5350528.61,528.61,2130,130,300,1695,6.1,14.08,79.58
5350528.62,528.62,815,110,225,485,13.5,27.61,59.51
5350528.63,528.63,3455,285,680,2485,8.25,19.68,71.92
5350529.01,529.01,2145,230,630,1285,10.72,29.37,59.91
5350529.02,529.02,2435,365,615,1460,14.99,25.26,59.96
5350530.01,530.01,2630,385,880,1365,14.64,33.46,51.9
5350530.02,530.02,1755,265,530,960,15.1,30.2,54.7
5350531.01,531.01,2315,340,650,1335,14.69,28.08,57.67
5350531.02,531.02,3285,585,895,1805,17.81,27.25,54.95
5350532.01,532.01,2170,285,685,1200,13.13,31.57,55.3
5350532.02,532.02,2305,335,675,1290,14.53,29.28,55.97
5350540.01,540.01,2805,220,635,1940,7.84,22.64,69.16
5350540.02,540.02,3180,175,615,2395,5.5,19.34,75.31
5350550.01,550.01,2510,125,585,1805,4.98,23.31,71.91
5350550.02,550.02,4005,255,820,2925,6.37,20.47,73.03
5350560.0,560.0,3620,455,1175,1995,12.57,32.46,55.11
5350561.0,561.0,3850,410,1135,2310,10.65,29.48,60.0
5350562.02,562.02,3460,245,875,2340,7.08,25.29,67.63
5350562.03,562.03,2760,285,795,1680,10.33,28.8,60.87
5350562.04,562.04,2410,215,700,1495,8.92,29.05,62.03
5350562.05,562.05,3065,345,880,1840,11.26,28.71,60.03
5350562.06,562.06,1700,145,400,1150,8.53,23.53,67.65
5350562.07,562.07,2355,335,660,1360,14.23,28.03,57.75
5350562.08,562.08,2285,295,695,1300,12.91,30.42,56.89
5350562.09,562.09,2250,325,570,1355,14.44,25.33,60.22
5350562.11,562.11,1775,210,590,980,11.83,33.24,55.21
5350562.12,562.12,3960,450,1040,2475,11.36,26.26,62.5
5350562.13,562.13,670,90,160,420,13.43,23.88,62.69
5350562.14,562.14,2115,175,530,1405,8.27,25.06,66.43
5350562.15,562.15,1940,210,615,1115,10.82,31.7,57.47
5350563.01,563.01,3445,480,935,2020,13.93,27.14,58.64
5350563.02,563.02,1630,110,470,1055,6.75,28.83,64.72
5350564.01,564.01,1310,140,410,760,10.69,31.3,58.02
5350564.02,564.02,2650,380,820,1445,14.34,30.94,54.53
5350570.01,570.01,2240,350,665,1220,15.62,29.69,54.46
5350570.02,570.02,2040,170,460,1410,8.33,22.55,69.12
5350571.01,571.01,2115,420,590,1105,19.86,27.9,52.25
5350571.02,571.02,2190,205,580,1405,9.36,26.48,64.16
5350572.01,572.01,3840,440,1125,2280,11.46,29.3,59.38
5350572.04,572.04,1690,145,485,1060,8.58,28.7,62.72
5350572.05,572.05,3385,280,710,2395,8.27,20.97,70.75
5350572.07,572.07,2425,200,625,1595,8.25,25.77,65.77
5350572.08,572.08,2985,250,880,1850,8.38,29.48,61.98
5350572.09,572.09,2715,295,645,1775,10.87,23.76,65.38
5350572.1,572.1,2015,275,465,1270,13.65,23.08,63.03
5350573.03,573.03,3475,425,955,2100,12.23,27.48,60.43
5350573.05,573.05,3150,340,850,1960,10.79,26.98,62.22
5350573.06,573.06,2660,245,825,1585,9.21,31.02,59.59
5350573.07,573.07,3355,335,1015,2000,9.99,30.25,59.61
5350573.09,573.09,3210,295,745,2170,9.19,23.21,67.6
5350573.1,573.1,1730,105,415,1210,6.07,23.99,69.94
5350573.11,573.11,2810,280,690,1840,9.96,24.56,65.48
5350574.0,574.0,3490,215,920,2355,6.16,26.36,67.48
5350575.01,575.01,3130,485,910,1735,15.5,29.07,55.43
5350575.02,575.02,2685,415,770,1500,15.46,28.68,55.87
5350575.03,575.03,3695,450,1075,2170,12.18,29.09,58.73
5350575.04,575.04,3750,495,1210,2050,13.2,32.27,54.67
5350575.05,575.05,3800,335,1090,2380,8.82,28.68,62.63
5350575.07,575.07,2240,255,395,1585,11.38,17.63,70.76
5350575.08,575.08,3235,340,795,2105,10.51,24.57,65.07
5350576.04,576.04,2520,170,570,1775,6.75,22.62,70.44
5350576.05,576.05,3710,380,995,2335,10.24,26.82,62.94
5350576.06,576.06,4525,450,950,3135,9.94,20.99,69.28
5350576.07,576.07,2445,220,580,1640,9.0,23.72,67.08
5350576.09,576.09,1980,145,495,1335,7.32,25.0,67.42
5350576.16,576.16,3415,495,835,2075,14.49,24.45,60.76
5350576.17,576.17,3615,370,980,2265,10.24,27.11,62.66
5350576.2,576.2,3550,530,1005,2020,14.93,28.31,56.9
5350576.22,576.22,4035,475,1065,2495,11.77,26.39,61.83
5350576.29,576.29,2405,230,515,1660,9.56,21.41,69.02
5350576.31,576.31,2065,165,555,1345,7.99,26.88,65.13
5350576.33,576.33,1410,95,290,1025,6.74,20.57,72.7
5350576.34,576.34,3370,330,800,2240,9.79,23.74,66.47
5350576.43,576.43,3470,310,810,2350,8.93,23.34,67.72
5350576.44,576.44,1560,175,375,1015,11.22,24.04,65.06
5350576.45,576.45,1535,200,415,920,13.03,27.04,59.93
5350576.46,576.46,2890,270,815,1805,9.34,28.2,62.46
5350576.47,576.47,2310,200,530,1585,8.66,22.94,68.61
5350576.49,576.49,2865,220,700,1950,7.68,24.43,68.06
5350576.5,576.5,3585,370,995,2220,10.32,27.75,61.92
5350576.52,576.52,3245,330,810,2105,10.17,24.96,64.87
5350576.53,576.53,2280,235,495,1550,10.31,21.71,67.98
5350576.54,576.54,3155,330,635,2185,10.46,20.13,69.26
5350576.55,576.55,3490,425,910,2160,12.18,26.07,61.89
5350576.57,576.57,2105,215,575,1315,10.21,27.32,62.47
5350576.59,576.59,3450,490,920,2035,14.2,26.67,58.99
5350576.62,576.62,3820,775,925,2120,20.29,24.21,55.5
5350576.63,576.63,3530,520,740,2270,14.73,20.96,64.31
5350576.65,576.65,1715,240,405,1065,13.99,23.62,62.1
5350576.66,576.66,3480,370,1015,2090,10.63,29.17,60.06
5350576.68,576.68,2690,280,615,1790,10.41,22.86,66.54
5350576.69,576.69,3145,265,770,2115,8.43,24.48,67.25
5350576.73,576.73,1395,95,345,945,6.81,24.73,67.74
5350576.74,576.74,4255,650,1000,2605,15.28,23.5,61.22
5350576.75,576.75,3415,405,755,2255,11.86,22.11,66.03
5350576.76,576.76,2630,205,775,1655,7.79,29.47,62.93
5350576.77,576.77,2830,250,650,1935,8.83,22.97,68.37
5350576.78,576.78,2670,300,725,1655,11.24,27.15,61.99
5350576.79,576.79,1480,215,375,890,14.53,25.34,60.14
5350576.8,576.8,1845,170,335,1340,9.21,18.16,72.63
5350576.81,576.81,2560,275,530,1750,10.74,20.7,68.36
5350576.82,576.82,2805,350,735,1715,12.48,26.2,61.14
5350576.83,576.83,1385,230,330,830,16.61,23.83,59.93
5350576.84,576.84,2925,395,605,1920,13.5,20.68,65.64
5350576.85,576.85,3800,585,995,2225,15.39,26.18,58.55
5350576.86,576.86,2440,270,600,1565,11.07,24.59,64.14
5350576.87,576.87,2190,295,500,1390,13.47,22.83,63.47
5350576.88,576.88,2285,340,635,1310,14.88,27.79,57.33
5350576.89,576.89,2175,290,525,1355,13.33,24.14,62.3
5350576.9,576.9,2085,90,435,1570,4.32,20.86,75.3
5350576.91,576.91,7255,490,1145,5615,6.75,15.78,77.39
5350576.92,576.92,2505,255,595,1655,10.18,23.75,66.07
5350576.93,576.93,4580,445,1120,3015,9.72,24.45,65.83
5350576.94,576.94,2415,350,525,1535,14.49,21.74,63.56
5350576.95,576.95,2305,305,575,1435,13.23,24.95,62.26
5350576.96,576.96,3640,415,855,2370,11.4,23.49,65.11
5350576.97,576.97,2315,325,530,1460,14.04,22.89,63.07
5350576.98,576.98,16245,1440,3270,11535,8.86,20.13,71.01
5350576.99,576.99,3100,205,610,2280,6.61,19.68,73.55
5350577.0,577.0,5055,360,870,3830,7.12,17.21,75.77
5350577.01,577.01,1765,155,415,1200,8.78,23.51,67.99
5350577.02,577.02,2875,310,515,2045,10.78,17.91,71.13
5350577.03,577.03,3310,260,650,2390,7.85,19.64,72.21
5350577.04,577.04,3715,175,655,2885,4.71,17.63,77.66
5350577.05,577.05,2800,210,525,2065,7.5,18.75,73.75
5350577.06,577.06,3165,225,585,2350,7.11,18.48,74.25
5350577.07,577.07,2015,230,525,1265,11.41,26.05,62.78
5350577.08,577.08,2385,165,655,1565,6.92,27.46,65.62
5350577.09,577.09,1985,85,340,1555,4.28,17.13,78.34
5350585.02,585.02,3315,315,965,2040,9.5,29.11,61.54
5350585.03,585.03,2900,175,775,1950,6.03,26.72,67.24
5350585.05,585.05,3835,225,945,2660,5.87,24.64,69.36
5350585.07,585.07,3800,270,950,2575,7.11,25.0,67.76
5350585.08,585.08,2245,105,495,1645,4.68,22.05,73.27
5350585.09,585.09,3260,185,990,2085,5.67,30.37,63.96
5350585.1,585.1,2560,245,825,1490,9.57,32.23,58.2
5350586.02,586.02,1650,140,400,1100,8.48,24.24,66.67
5350586.03,586.03,2255,245,620,1395,10.86,27.49,61.86
5350586.04,586.04,3505,290,640,2575,8.27,18.26,73.47
5350586.05,586.05,5190,370,1320,3505,7.13,25.43,67.53
5350587.01,587.01,3215,170,850,2190,5.29,26.44,68.12
5350587.02,587.02,2975,210,725,2030,7.06,24.37,68.24
5350590.0,590.0,2795,265,1005,1525,9.48,35.96,54.56
5350591.01,591.01,3015,230,980,1805,7.63,32.5,59.87
5350591.02,591.02,2885,280,900,1705,9.71,31.2,59.1
5350592.01,592.01,3655,405,1135,2115,11.08,31.05,57.87
5350592.02,592.02,4015,210,1100,2705,5.23,27.4,67.37
5350593.01,593.01,1685,150,480,1050,8.9,28.49,62.31
5350593.02,593.02,910,45,200,660,4.95,21.98,72.53
5350593.03,593.03,885,70,225,590,7.91,25.42,66.67
5350593.04,593.04,1405,80,315,1000,5.69,22.42,71.17
5350600.01,600.01,2875,35,265,2575,1.22,9.22,89.57
5350600.02,600.02,3470,130,495,2840,3.75,14.27,81.84
5350601.0,601.0,2150,10,190,1955,0.47,8.84,90.93
5350602.0,602.0,2100,45,200,1860,2.14,9.52,88.57
5350603.0,603.0,3295,225,685,2380,6.83,20.79,72.23
5350604.0,604.0,985,40,145,800,4.06,14.72,81.22
5350605.0,605.0,1285,55,190,1045,4.28,14.79,81.32
5350606.0,606.0,2910,225,625,2070,7.73,21.48,71.13
5350607.0,607.0,1655,110,340,1205,6.65,20.54,72.81
5350608.0,608.0,1380,85,285,1015,6.16,20.65,73.55
5350609.0,609.0,1340,15,175,1155,1.12,13.06,86.19
5350610.03,610.03,1950,115,395,1440,5.9,20.26,73.85
5350610.04,610.04,1270,50,235,990,3.94,18.5,77.95
5350610.05,610.05,2430,25,270,2125,1.03,11.11,87.45
5350610.06,610.06,2265,30,265,1980,1.32,11.7,87.42
5350611.0,611.0,2485,95,485,1900,3.82,19.52,76.46
5350612.03,612.03,3135,70,370,2695,2.23,11.8,85.96
5350612.05,612.05,2845,110,445,2295,3.87,15.64,80.67
5350612.08,612.08,2735,115,360,2260,4.2,13.16,82.63
5350612.1,612.1,35,0,0,30,0.0,0.0,85.71
5350612.11,612.11,3110,65,355,2690,2.09,11.41,86.5
5350612.12,612.12,3590,75,545,2970,2.09,15.18,82.73
5350612.13,612.13,1740,25,170,1550,1.44,9.77,89.08
5350612.14,612.14,2430,90,365,1980,3.7,15.02,81.48
5350612.15,612.15,4380,50,470,3860,1.14,10.73,88.13
5350612.18,612.18,2415,35,350,2030,1.45,14.49,84.06
5350612.19,612.19,2270,65,220,1990,2.86,9.69,87.67
5350612.2,612.2,2365,35,275,2065,1.48,11.63,87.32
5350612.21,612.21,3705,45,400,3250,1.21,10.8,87.72
5350612.22,612.22,4405,45,435,3920,1.02,9.88,88.99
5350612.23,612.23,2525,85,285,2155,3.37,11.29,85.35
5350612.25,612.25,2810,40,290,2480,1.42,10.32,88.26
5350612.26,612.26,3695,115,425,3150,3.11,11.5,85.25
5350612.27,612.27,2895,65,345,2485,2.25,11.92,85.84
5350612.28,612.28,2075,30,185,1860,1.45,8.92,89.64
5350612.29,612.29,2070,15,220,1835,0.72,10.63,88.65
5350613.01,613.01,2140,100,465,1580,4.67,21.73,73.83
5350613.03,613.03,2330,165,510,1655,7.08,21.89,71.03
5350613.04,613.04,2355,135,540,1680,5.73,22.93,71.34
5350614.01,614.01,1650,45,275,1330,2.73,16.67,80.61
5350614.02,614.02,2065,65,420,1585,3.15,20.34,76.76
5350615.0,615.0,11835,220,1230,10385,1.86,10.39,87.75
5350620.05,620.05,2495,110,375,2010,4.41,15.03,80.56
5350620.06,620.06,4290,235,700,3355,5.48,16.32,78.21
5350620.07,620.07,2915,140,445,2325,4.8,15.27,79.76
5350620.09,620.09,3490,170,525,2795,4.87,15.04,80.09
5350620.13,620.13,1175,90,325,770,7.66,27.66,65.53
5350620.14,620.14,3285,140,555,2590,4.26,16.89,78.84
5350620.15,620.15,2330,120,400,1810,5.15,17.17,77.68
5350620.16,620.16,1775,60,295,1425,3.38,16.62,80.28
5350620.17,620.17,2670,100,510,2060,3.75,19.1,77.15
5350620.18,620.18,2365,105,420,1840,4.44,17.76,77.8
5350620.19,620.19,1670,55,265,1350,3.29,15.87,80.84
5350620.2,620.2,2350,75,365,1915,3.19,15.53,81.49
5350620.21,620.21,2865,95,410,2365,3.32,14.31,82.55
5350620.22,620.22,2655,80,445,2125,3.01,16.76,80.04
5350620.23,620.23,2380,105,495,1780,4.41,20.8,74.79
5350620.24,620.24,3800,115,590,3100,3.03,15.53,81.58
5350620.25,620.25,3275,110,420,2740,3.36,12.82,83.66
5350620.26,620.26,1935,110,340,1485,5.68,17.57,76.74
5350620.27,620.27,2375,60,395,1920,2.53,16.63,80.84
5350620.28,620.28,2300,70,330,1905,3.04,14.35,82.83
5350620.29,620.29,4005,210,565,3225,5.24,14.11,80.52
5350621.0,621.0,2875,135,700,2045,4.7,24.35,71.13
5350622.0,622.0,3205,220,825,2160,6.86,25.74,67.39
5350623.0,623.0,1755,165,495,1090,9.4,28.21,62.11
5350624.0,624.0,2840,240,720,1875,8.45,25.35,66.02
5350625.0,625.0,255,25,70,160,9.8,27.45,62.75
5350626.0,626.0,3065,215,725,2125,7.01,23.65,69.33
5350630.0,630.0,1755,195,460,1100,11.11,26.21,62.68
5350631.02,631.02,3320,170,765,2385,5.12,23.04,71.84
5350631.03,631.03,2785,105,555,2115,3.77,19.93,75.94
5350631.04,631.04,2940,120,555,2260,4.08,18.88,76.87
5350632.0,632.0,2150,140,685,1330,6.51,31.86,61.86
5350633.0,633.0,2175,140,625,1410,6.44,28.74,64.83
5350634.01,634.01,2345,85,540,1720,3.62,23.03,73.35
5350634.02,634.02,2035,160,565,1310,7.86,27.76,64.37
5350635.0,635.0,3085,220,845,2015,7.13,27.39,65.32
5350636.0,636.0,1765,120,355,1285,6.8,20.11,72.8
5350637.0,637.0,3955,280,1035,2635,7.08,26.17,66.62
5350638.0,638.0,3225,310,945,1970,9.61,29.3,61.09
5350639.0,639.0,2460,230,700,1530,9.35,28.46,62.2
