geouid,cma codde,cma name,census tract name,Med income
5350473.02,535,Toronto,473.02,38400
5350473.03,535,Toronto,473.03,35600
5350474,535,Toronto,474,42400
5350475,535,Toronto,475,32400
5350476.01,535,Toronto,476.01,
5350476.02,535,Toronto,476.02,40000
4620480,462,MontrÈal,480,51600
5350480.01,535,Toronto,480.01,36400
5350480.03,535,Toronto,480.03,34400
5350480.04,535,Toronto,480.04,28000
5350480.05,535,Toronto,480.05,42800
5350480.06,535,Toronto,480.06,40400
5350481.02,535,Toronto,481.02,38400
5350481.03,535,Toronto,481.03,
5350481.04,535,Toronto,481.04,44400
5350481.05,535,Toronto,481.05,44800
5350482,535,Toronto,482,40000
5350483.01,535,Toronto,483.01,41600
5350483.02,535,Toronto,483.02,44800
5350484.02,535,Toronto,484.02,40800
5350484.03,535,Toronto,484.03,46000
5350484.04,535,Toronto,484.04,37200
5350485.02,535,Toronto,485.02,37600
5350485.03,535,Toronto,485.03,
5350485.04,535,Toronto,485.04,36800
5350485.05,535,Toronto,485.05,48400
4620490,462,MontrÈal,490,30200
4620491,462,MontrÈal,491,48000
4620500,462,MontrÈal,500,46400
5050500,505,Ottawa - Gatineau,500,42400
5220500,522,Belleville - Quinte West,500,41200
4210500.01,421,QuÈbec,500.01,44800
5350500.01,535,Toronto,500.01,37600
6020500.01,602,Winnipeg,500.01,23000
9330500.01,933,Vancouver,500.01,30400
4210500.02,421,QuÈbec,500.02,40800
5350500.02,535,Toronto,500.02,38400
6020500.02,602,Winnipeg,500.02,37200
9330500.02,933,Vancouver,500.02,35600
6020500.04,602,Winnipeg,500.04,25600
6020500.07,602,Winnipeg,500.07,29600
6020500.08,602,Winnipeg,500.08,47200
6020500.09,602,Winnipeg,500.09,44400
6020500.1,602,Winnipeg,500.1,21200
6020500.11,602,Winnipeg,500.11,36400
6020500.12,602,Winnipeg,500.12,22000
6020500.13,602,Winnipeg,500.13,30200
5050501,505,Ottawa - Gatineau,501,32000
5220501,522,Belleville - Quinte West,501,44000
5350501.01,535,Toronto,501.01,47600
6020501.01,602,Winnipeg,501.01,24400
9330501.01,933,Vancouver,501.01,40000
5350501.02,535,Toronto,501.02,42400
6020501.02,602,Winnipeg,501.02,30600
9330501.02,933,Vancouver,501.02,41600
6020501.03,602,Winnipeg,501.03,26000
9330501.03,933,Vancouver,501.03,37200
5050502,505,Ottawa - Gatineau,502,32800
6020502,602,Winnipeg,502,36800
5350502.01,535,Toronto,502.01,40000
9330502.01,933,Vancouver,502.01,42000
5350502.02,535,Toronto,502.02,32000
9330502.02,933,Vancouver,502.02,34000
9330502.03,933,Vancouver,502.03,38000
9330502.05,933,Vancouver,502.05,34800
9330502.06,933,Vancouver,502.06,38800
9330502.07,933,Vancouver,502.07,45200
5050503,505,Ottawa - Gatineau,503,25800
5350503,535,Toronto,503,39600
6020503,602,Winnipeg,503,40000
9330503.01,933,Vancouver,503.01,40800
9330503.03,933,Vancouver,503.03,40800
9330503.06,933,Vancouver,503.06,41600
9330503.07,933,Vancouver,503.07,28000
9330503.08,933,Vancouver,503.08,41600
9330503.09,933,Vancouver,503.09,40000
5350504,535,Toronto,504,44800
5050504.01,505,Ottawa - Gatineau,504.01,42000
5050504.03,505,Ottawa - Gatineau,504.03,50000
9330504.03,933,Vancouver,504.03,39600
5050504.04,505,Ottawa - Gatineau,504.04,44400
5050504.05,505,Ottawa - Gatineau,504.05,54800
9330504.07,933,Vancouver,504.07,49200
9330504.08,933,Vancouver,504.08,41200
9330504.09,933,Vancouver,504.09,39600
9330504.1,933,Vancouver,504.1,40000
9330504.12,933,Vancouver,504.12,40000
9330504.13,933,Vancouver,504.13,50800
9330504.14,933,Vancouver,504.14,
9330504.15,933,Vancouver,504.15,44800
9330504.16,933,Vancouver,504.16,40400
9330504.17,933,Vancouver,504.17,41200
9330504.18,933,Vancouver,504.18,52400
9330504.19,933,Vancouver,504.19,43200
9330504.2,933,Vancouver,504.2,49200
5050505,505,Ottawa - Gatineau,505,34400
5350505.01,535,Toronto,505.01,56800
9330505.01,933,Vancouver,505.01,48800
5350505.02,535,Toronto,505.02,47600
9330505.03,933,Vancouver,505.03,
9330505.04,933,Vancouver,505.04,37600
5050506,505,Ottawa - Gatineau,506,34400
5350506,535,Toronto,506,50800
9330506.01,933,Vancouver,506.01,38800
9330506.02,933,Vancouver,506.02,33600
5050507,505,Ottawa - Gatineau,507,27000
5350507,535,Toronto,507,42000
5050508,505,Ottawa - Gatineau,508,27600
5350508,535,Toronto,508,38400
5050509,505,Ottawa - Gatineau,509,35200
5350509.01,535,Toronto,509.01,43600
5350509.02,535,Toronto,509.02,44800
4210510,421,QuÈbec,510,38800
5350510,535,Toronto,510,41200
5050510.01,505,Ottawa - Gatineau,510.01,31200
5050510.02,505,Ottawa - Gatineau,510.02,36000
6020510.02,602,Winnipeg,510.02,53200
6020510.03,602,Winnipeg,510.03,45600
6020510.06,602,Winnipeg,510.06,56400
4620511.01,462,MontrÈal,511.01,36800
5050511.01,505,Ottawa - Gatineau,511.01,32800
5350511.01,535,Toronto,511.01,36800
4620511.02,462,MontrÈal,511.02,31000
5050511.02,505,Ottawa - Gatineau,511.02,44400
5350511.02,535,Toronto,511.02,35200
5350512,535,Toronto,512,33200
4620512.02,462,MontrÈal,512.02,36000
4620512.03,462,MontrÈal,512.03,36400
4620512.04,462,MontrÈal,512.04,32400
4620513.01,462,MontrÈal,513.01,31800
5350513.01,535,Toronto,513.01,37600
4620513.02,462,MontrÈal,513.02,27600
5350513.02,535,Toronto,513.02,28400
5350513.03,535,Toronto,513.03,33200
5350513.04,535,Toronto,513.04,38800
4620514.01,462,MontrÈal,514.01,38000
5350514.01,535,Toronto,514.01,49200
4620514.02,462,MontrÈal,514.02,35600
5350514.02,535,Toronto,514.02,31200
4620515.01,462,MontrÈal,515.01,39200
5350515.01,535,Toronto,515.01,42400
4620515.02,462,MontrÈal,515.02,38400
5350515.02,535,Toronto,515.02,38000
4620515.03,462,MontrÈal,515.03,31000
4620515.04,462,MontrÈal,515.04,34000
5350516.01,535,Toronto,516.01,37200
5350516.02,535,Toronto,516.02,46400
5350516.03,535,Toronto,516.03,44000
5350516.04,535,Toronto,516.04,42000
5350516.05,535,Toronto,516.05,43200
5350516.06,535,Toronto,516.06,44000
5350516.08,535,Toronto,516.08,31800
5350516.09,535,Toronto,516.09,43200
5350516.11,535,Toronto,516.11,48000
5350516.16,535,Toronto,516.16,42800
5350516.17,535,Toronto,516.17,43200
5350516.18,535,Toronto,516.18,42000
5350516.2,535,Toronto,516.2,38800
5350516.21,535,Toronto,516.21,44800
5350516.22,535,Toronto,516.22,46800
5350516.23,535,Toronto,516.23,39200
5350516.24,535,Toronto,516.24,42000
5350516.25,535,Toronto,516.25,30200
5350516.26,535,Toronto,516.26,35600
5350516.28,535,Toronto,516.28,44800
5350516.29,535,Toronto,516.29,30000
5350516.3,535,Toronto,516.3,38000
5350516.31,535,Toronto,516.31,44400
5350516.32,535,Toronto,516.32,46000
5350516.37,535,Toronto,516.37,43600
5350516.38,535,Toronto,516.38,41600
5350516.39,535,Toronto,516.39,36800
5350516.4,535,Toronto,516.4,40000
5350516.41,535,Toronto,516.41,45600
5350516.43,535,Toronto,516.43,41600
5350516.44,535,Toronto,516.44,47200
5350516.47,535,Toronto,516.47,36400
5350516.48,535,Toronto,516.48,39200
5350516.5,535,Toronto,516.5,29600
5350516.51,535,Toronto,516.51,37600
5350516.52,535,Toronto,516.52,36400
5350516.53,535,Toronto,516.53,36800
5350516.54,535,Toronto,516.54,52400
5350516.55,535,Toronto,516.55,48000
5350517,535,Toronto,517,40400
5350518,535,Toronto,518,25400
5350519,535,Toronto,519,33600
4210520,421,QuÈbec,520,41600
5350520.01,535,Toronto,520.01,29600
4620520.02,462,MontrÈal,520.02,33600
5350520.02,535,Toronto,520.02,32000
6020520.02,602,Winnipeg,520.02,44000
4620520.03,462,MontrÈal,520.03,26600
6020520.03,602,Winnipeg,520.03,44000
4620520.04,462,MontrÈal,520.04,32800
6020520.04,602,Winnipeg,520.04,43600
5350520.05,535,Toronto,520.05,31000
6020520.05,602,Winnipeg,520.05,44000
5350520.07,535,Toronto,520.07,32400
5350520.08,535,Toronto,520.08,28600
5350520.09,535,Toronto,520.09,45600
5350520.11,535,Toronto,520.11,47600
5350520.12,535,Toronto,520.12,43200
4620521.01,462,MontrÈal,521.01,35600
5350521.01,535,Toronto,521.01,38800
6020521.01,602,Winnipeg,521.01,46800
5350521.02,535,Toronto,521.02,38800
6020521.02,602,Winnipeg,521.02,38000
5350521.03,535,Toronto,521.03,31000
4620521.04,462,MontrÈal,521.04,33600
5350521.04,535,Toronto,521.04,39200
4620521.05,462,MontrÈal,521.05,38000
5350521.05,535,Toronto,521.05,34400
4620521.06,462,MontrÈal,521.06,35200
5350521.06,535,Toronto,521.06,33200
4620521.07,462,MontrÈal,521.07,39200
5350522,535,Toronto,522,33600
4620522.01,462,MontrÈal,522.01,39200
6020522.01,602,Winnipeg,522.01,36400
4620522.02,462,MontrÈal,522.02,37200
6020522.02,602,Winnipeg,522.02,40000
4620523,462,MontrÈal,523,42800
5350523,535,Toronto,523,35200
5350524.01,535,Toronto,524.01,31200
5350524.02,535,Toronto,524.02,37200
5350525.01,535,Toronto,525.01,34400
5350525.02,535,Toronto,525.02,29400
5350526.01,535,Toronto,526.01,31800
5350526.02,535,Toronto,526.02,36000
5350527.02,535,Toronto,527.02,37600
5350527.04,535,Toronto,527.04,44000
5350527.05,535,Toronto,527.05,40800
5350527.06,535,Toronto,527.06,30600
5350527.07,535,Toronto,527.07,38400
5350527.08,535,Toronto,527.08,29400
5350527.09,535,Toronto,527.09,32000
5350527.1,535,Toronto,527.1,42000
5350527.11,535,Toronto,527.11,36000
5350527.12,535,Toronto,527.12,37200
5350527.13,535,Toronto,527.13,44800
5350528.01,535,Toronto,528.01,28600
5350528.11,535,Toronto,528.11,43200
5350528.12,535,Toronto,528.12,31800
5350528.13,535,Toronto,528.13,39600
5350528.15,535,Toronto,528.15,30400
5350528.16,535,Toronto,528.16,33200
5350528.18,535,Toronto,528.18,34000
5350528.19,535,Toronto,528.19,33200
5350528.2,535,Toronto,528.2,28200
5350528.21,535,Toronto,528.21,24200
5350528.22,535,Toronto,528.22,23000
5350528.24,535,Toronto,528.24,34000
5350528.26,535,Toronto,528.26,37600
5350528.31,535,Toronto,528.31,27000
5350528.32,535,Toronto,528.32,31000
5350528.33,535,Toronto,528.33,34000
5350528.34,535,Toronto,528.34,43200
5350528.35,535,Toronto,528.35,35600
5350528.39,535,Toronto,528.39,45600
5350528.4,535,Toronto,528.4,36000
5350528.42,535,Toronto,528.42,27600
5350528.43,535,Toronto,528.43,38000
5350528.44,535,Toronto,528.44,34800
5350528.45,535,Toronto,528.45,27600
5350528.46,535,Toronto,528.46,31400
5350528.47,535,Toronto,528.47,32400
5350528.49,535,Toronto,528.49,37200
5350528.5,535,Toronto,528.5,21400
5350528.51,535,Toronto,528.51,21400
5350528.52,535,Toronto,528.52,27200
5350528.53,535,Toronto,528.53,37600
5350528.54,535,Toronto,528.54,29600
5350528.55,535,Toronto,528.55,30000
5350528.56,535,Toronto,528.56,25400
5350528.57,535,Toronto,528.57,32800
5350528.58,535,Toronto,528.58,31400
5350528.59,535,Toronto,528.59,30600
5350528.6,535,Toronto,528.6,38400
5350528.61,535,Toronto,528.61,37600
5350528.62,535,Toronto,528.62,26400
5350528.63,535,Toronto,528.63,32400
5350529.01,535,Toronto,529.01,24000
5350529.02,535,Toronto,529.02,23400
4210530,421,QuÈbec,530,37200
4620530,462,MontrÈal,530,34000
6020530,602,Winnipeg,530,37600
5350530.01,535,Toronto,530.01,27400
5350530.02,535,Toronto,530.02,28400
6020531,602,Winnipeg,531,34800
5350531.01,535,Toronto,531.01,26000
5350531.02,535,Toronto,531.02,26400
6020532,602,Winnipeg,532,40000
5350532.01,535,Toronto,532.01,22800
5350532.02,535,Toronto,532.02,25000
6020533,602,Winnipeg,533,42000
6020534,602,Winnipeg,534,35200
6020535,602,Winnipeg,535,38800
6020536,602,Winnipeg,536,37200
6020537.01,602,Winnipeg,537.01,36800
6020537.02,602,Winnipeg,537.02,49600
6020537.03,602,Winnipeg,537.03,41200
6020538,602,Winnipeg,538,40000
6020539.01,602,Winnipeg,539.01,42400
6020539.02,602,Winnipeg,539.02,35600
4210540,421,QuÈbec,540,37600
4620540,462,MontrÈal,540,31200
5350540.01,535,Toronto,540.01,37200
6020540.01,602,Winnipeg,540.01,43200
5350540.02,535,Toronto,540.02,42800
6020540.02,602,Winnipeg,540.02,36800
6020540.03,602,Winnipeg,540.03,37200
6020540.04,602,Winnipeg,540.04,38000
6020541,602,Winnipeg,541,
6020542,602,Winnipeg,542,29200
6020550,602,Winnipeg,550,38800
5350550.01,535,Toronto,550.01,43200
4620550.02,462,MontrÈal,550.02,34800
5350550.02,535,Toronto,550.02,37600
4620550.03,462,MontrÈal,550.03,40000
4620550.04,462,MontrÈal,550.04,38400
6020551,602,Winnipeg,551,35600
6020552.01,602,Winnipeg,552.01,34400
6020552.02,602,Winnipeg,552.02,29000
6020553,602,Winnipeg,553,31600
5350560,535,Toronto,560,28600
6020560.01,602,Winnipeg,560.01,31000
6020560.04,602,Winnipeg,560.04,27400
6020560.05,602,Winnipeg,560.05,29400
6020560.08,602,Winnipeg,560.08,28000
6020560.09,602,Winnipeg,560.09,30400
6020560.1,602,Winnipeg,560.1,31400
6020560.11,602,Winnipeg,560.11,35600
6020560.12,602,Winnipeg,560.12,44000
6020560.13,602,Winnipeg,560.13,42400
6020560.14,602,Winnipeg,560.14,32000
6020560.15,602,Winnipeg,560.15,27400
5350561,535,Toronto,561,32400
5350562.02,535,Toronto,562.02,36000
5350562.03,535,Toronto,562.03,33200
5350562.04,535,Toronto,562.04,30000
5350562.05,535,Toronto,562.05,38400
5350562.06,535,Toronto,562.06,35600
5350562.07,535,Toronto,562.07,32000
5350562.08,535,Toronto,562.08,35600
5350562.09,535,Toronto,562.09,34400
5350562.11,535,Toronto,562.11,33200
5350562.12,535,Toronto,562.12,39200
5350562.13,535,Toronto,562.13,34400
5350562.14,535,Toronto,562.14,36400
5350562.15,535,Toronto,562.15,34800
5350563.01,535,Toronto,563.01,27800
5350563.02,535,Toronto,563.02,35200
5350564.01,535,Toronto,564.01,31000
5350564.02,535,Toronto,564.02,29000
4620570,462,MontrÈal,570,33600
6020570,602,Winnipeg,570,44800
5350570.01,535,Toronto,570.01,27800
5350570.02,535,Toronto,570.02,40000
5350571.01,535,Toronto,571.01,32400
5350571.02,535,Toronto,571.02,36000
5350572.01,535,Toronto,572.01,30400
5350572.04,535,Toronto,572.04,27000
5350572.05,535,Toronto,572.05,30000
5350572.07,535,Toronto,572.07,24400
5350572.08,535,Toronto,572.08,20800
5350572.09,535,Toronto,572.09,31200
5350572.1,535,Toronto,572.1,23000
5350573.03,535,Toronto,573.03,28400
5350573.05,535,Toronto,573.05,27200
5350573.06,535,Toronto,573.06,34400
5350573.07,535,Toronto,573.07,31800
5350573.09,535,Toronto,573.09,28000
5350573.1,535,Toronto,573.1,35200
5350573.11,535,Toronto,573.11,31800
5350574,535,Toronto,574,35600
5350575.01,535,Toronto,575.01,27600
5350575.02,535,Toronto,575.02,27000
5350575.03,535,Toronto,575.03,31000
5350575.04,535,Toronto,575.04,32000
5350575.05,535,Toronto,575.05,37600
5350575.07,535,Toronto,575.07,24200
5350575.08,535,Toronto,575.08,31600
5350576.04,535,Toronto,576.04,40000
5350576.05,535,Toronto,576.05,32000
5350576.06,535,Toronto,576.06,31600
5350576.07,535,Toronto,576.07,32400
5350576.09,535,Toronto,576.09,40800
5350576.16,535,Toronto,576.16,22000
5350576.17,535,Toronto,576.17,27400
5350576.2,535,Toronto,576.2,22800
5350576.22,535,Toronto,576.22,23400
5350576.29,535,Toronto,576.29,34800
5350576.31,535,Toronto,576.31,29200
5350576.33,535,Toronto,576.33,38400
5350576.34,535,Toronto,576.34,30800
5350576.43,535,Toronto,576.43,29400
5350576.44,535,Toronto,576.44,32000
5350576.45,535,Toronto,576.45,25800
5350576.46,535,Toronto,576.46,23200
5350576.47,535,Toronto,576.47,25800
5350576.49,535,Toronto,576.49,29400
5350576.5,535,Toronto,576.5,30000
5350576.52,535,Toronto,576.52,29600
5350576.53,535,Toronto,576.53,30800
5350576.54,535,Toronto,576.54,33600
5350576.55,535,Toronto,576.55,26400
5350576.57,535,Toronto,576.57,44000
5350576.59,535,Toronto,576.59,30000
5350576.62,535,Toronto,576.62,27400
5350576.63,535,Toronto,576.63,28400
5350576.65,535,Toronto,576.65,25800
5350576.66,535,Toronto,576.66,23200
5350576.68,535,Toronto,576.68,27200
5350576.69,535,Toronto,576.69,27600
5350576.73,535,Toronto,576.73,28000
5350576.74,535,Toronto,576.74,25400
5350576.75,535,Toronto,576.75,31000
5350576.76,535,Toronto,576.76,31600
5350576.77,535,Toronto,576.77,24200
5350576.78,535,Toronto,576.78,26000
5350576.79,535,Toronto,576.79,27600
5350576.8,535,Toronto,576.8,30000
5350576.81,535,Toronto,576.81,26800
5350576.82,535,Toronto,576.82,29800
5350576.83,535,Toronto,576.83,25200
5350576.84,535,Toronto,576.84,38000
5350576.85,535,Toronto,576.85,29800
5350576.86,535,Toronto,576.86,23800
5350576.87,535,Toronto,576.87,26800
5350576.88,535,Toronto,576.88,26600
5350576.89,535,Toronto,576.89,26400
5350576.9,535,Toronto,576.9,25400
5350576.91,535,Toronto,576.91,34400
5350576.92,535,Toronto,576.92,38400
5350576.93,535,Toronto,576.93,26000
5350576.94,535,Toronto,576.94,30800
5350576.95,535,Toronto,576.95,22800
5350576.96,535,Toronto,576.96,25000
5350576.97,535,Toronto,576.97,25400
5350576.98,535,Toronto,576.98,27200
5350576.99,535,Toronto,576.99,35600
5350577,535,Toronto,577,23600
5350577.01,535,Toronto,577.01,25200
5350577.02,535,Toronto,577.02,22000
5350577.03,535,Toronto,577.03,21800
5350577.04,535,Toronto,577.04,25400
5350577.05,535,Toronto,577.05,25600
5350577.06,535,Toronto,577.06,30200
5350577.07,535,Toronto,577.07,24800
5350577.08,535,Toronto,577.08,24800
5350577.09,535,Toronto,577.09,46000
6020580,602,Winnipeg,580,37600
4620580.01,462,MontrÈal,580.01,32000
4620580.02,462,MontrÈal,580.02,46000
4620580.03,462,MontrÈal,580.03,38800
4620581.01,462,MontrÈal,581.01,36000
4620581.02,462,MontrÈal,581.02,30000
4620582.01,462,MontrÈal,582.01,34000
4620582.02,462,MontrÈal,582.02,35200
4620583,462,MontrÈal,583,33600
4620584,462,MontrÈal,584,31800
6020585,602,Winnipeg,585,40000
4620585.01,462,MontrÈal,585.01,45200
4620585.02,462,MontrÈal,585.02,29400
5350585.02,535,Toronto,585.02,35200
5350585.03,535,Toronto,585.03,38000
5350585.05,535,Toronto,585.05,45200
5350585.07,535,Toronto,585.07,44400
5350585.08,535,Toronto,585.08,45600
5350585.09,535,Toronto,585.09,31200
5350585.1,535,Toronto,585.1,41600
5350586.02,535,Toronto,586.02,39200
5350586.03,535,Toronto,586.03,29600
5350586.04,535,Toronto,586.04,40000
5350586.05,535,Toronto,586.05,42400
5350587.01,535,Toronto,587.01,42000
5350587.02,535,Toronto,587.02,42800
5350590,535,Toronto,590,33600
4620590.01,462,MontrÈal,590.01,30200
4620590.02,462,MontrÈal,590.02,32000
6020590.02,602,Winnipeg,590.02,40400
6020590.03,602,Winnipeg,590.03,41600
6020590.04,602,Winnipeg,590.04,36400
4620591.01,462,MontrÈal,591.01,35200
5350591.01,535,Toronto,591.01,48800
4620591.02,462,MontrÈal,591.02,31800
5350591.02,535,Toronto,591.02,42400
4620592,462,MontrÈal,592,30200
5350592.01,535,Toronto,592.01,36000
5350592.02,535,Toronto,592.02,44400
4620593.01,462,MontrÈal,593.01,37600
5350593.01,535,Toronto,593.01,43200
4620593.02,462,MontrÈal,593.02,32400
5350593.02,535,Toronto,593.02,40400
5350593.03,535,Toronto,593.03,54400
5350593.04,535,Toronto,593.04,42800
4620594.01,462,MontrÈal,594.01,31200
4620594.02,462,MontrÈal,594.02,37600
6020595.01,602,Winnipeg,595.01,44000
6020595.02,602,Winnipeg,595.02,41600
5050600,505,Ottawa - Gatineau,600,25800
5220600,522,Belleville - Quinte West,600,35200
6020600,602,Winnipeg,600,43200
4620600.01,462,MontrÈal,600.01,32800
5350600.01,535,Toronto,600.01,55600
4620600.02,462,MontrÈal,600.02,26000
5350600.02,535,Toronto,600.02,43200
4210600.03,421,QuÈbec,600.03,36800
4620600.03,462,MontrÈal,600.03,31200
4210600.04,421,QuÈbec,600.04,42800
4210600.05,421,QuÈbec,600.05,50800
4210600.06,421,QuÈbec,600.06,43200
5350601,535,Toronto,601,48400
4620601.01,462,MontrÈal,601.01,31400
5050601.01,505,Ottawa - Gatineau,601.01,29400
4620601.02,462,MontrÈal,601.02,32800
5050601.02,505,Ottawa - Gatineau,601.02,43600
5050601.03,505,Ottawa - Gatineau,601.03,34800
5350602,535,Toronto,602,55200
4620602.01,462,MontrÈal,602.01,33600
5050602.01,505,Ottawa - Gatineau,602.01,33200
4620602.02,462,MontrÈal,602.02,31000
5050602.02,505,Ottawa - Gatineau,602.02,34800
5050602.03,505,Ottawa - Gatineau,602.03,39200
5350603,535,Toronto,603,34000
4620603.01,462,MontrÈal,603.01,30200
4620603.02,462,MontrÈal,603.02,29200
4620603.03,462,MontrÈal,603.03,30600
5350604,535,Toronto,604,45600
4620604.01,462,MontrÈal,604.01,34000
4620604.02,462,MontrÈal,604.02,32000
4620604.03,462,MontrÈal,604.03,33200
4620604.04,462,MontrÈal,604.04,31000
4620604.05,462,MontrÈal,604.05,33200
4210605,421,QuÈbec,605,43600
5350605,535,Toronto,605,50800
4620605.01,462,MontrÈal,605.01,27000
4620605.02,462,MontrÈal,605.02,33200
4620605.03,462,MontrÈal,605.03,31200
4620605.04,462,MontrÈal,605.04,33200
4620605.05,462,MontrÈal,605.05,32400
5350606,535,Toronto,606,34800
5350607,535,Toronto,607,41600
5350608,535,Toronto,608,37200
5350609,535,Toronto,609,45200
4210610,421,QuÈbec,610,49600
4620610.01,462,MontrÈal,610.01,27000
5050610.01,505,Ottawa - Gatineau,610.01,27600
4620610.02,462,MontrÈal,610.02,28000
5050610.02,505,Ottawa - Gatineau,610.02,31800
4620610.03,462,MontrÈal,610.03,31400
5350610.03,535,Toronto,610.03,46000
4620610.04,462,MontrÈal,610.04,27800
5350610.04,535,Toronto,610.04,37200
4620610.05,462,MontrÈal,610.05,27400
5350610.05,535,Toronto,610.05,46400
4620610.06,462,MontrÈal,610.06,29800
5350610.06,535,Toronto,610.06,64000
4620610.07,462,MontrÈal,610.07,23600
5050611,505,Ottawa - Gatineau,611,35600
5350611,535,Toronto,611,48000
4620611.01,462,MontrÈal,611.01,28400
4620611.02,462,MontrÈal,611.02,29000
4620612,462,MontrÈal,612,29000
5050612.01,505,Ottawa - Gatineau,612.01,33200
5350612.01,535,Toronto,612.01,
5050612.02,505,Ottawa - Gatineau,612.02,41600
5350612.03,535,Toronto,612.03,42800
5350612.05,535,Toronto,612.05,32800
5350612.08,535,Toronto,612.08,38400
5350612.1,535,Toronto,612.1,
5350612.11,535,Toronto,612.11,55600
5350612.12,535,Toronto,612.12,45600
5350612.13,535,Toronto,612.13,49600
5350612.14,535,Toronto,612.14,46800
5350612.15,535,Toronto,612.15,55200
5350612.18,535,Toronto,612.18,54400
5350612.19,535,Toronto,612.19,48400
5350612.2,535,Toronto,612.2,47600
5350612.21,535,Toronto,612.21,51600
5350612.22,535,Toronto,612.22,56000
5350612.23,535,Toronto,612.23,52400
5350612.25,535,Toronto,612.25,46800
5350612.26,535,Toronto,612.26,51600
5350612.27,535,Toronto,612.27,40400
5350612.28,535,Toronto,612.28,50400
5350612.29,535,Toronto,612.29,46000
4620613,462,MontrÈal,613,29400
5050613.01,505,Ottawa - Gatineau,613.01,39200
5350613.01,535,Toronto,613.01,38400
5050613.03,505,Ottawa - Gatineau,613.03,44400
5350613.03,535,Toronto,613.03,32800
5050613.04,505,Ottawa - Gatineau,613.04,39200
5350613.04,535,Toronto,613.04,27400
5050613.06,505,Ottawa - Gatineau,613.06,53200
5050613.07,505,Ottawa - Gatineau,613.07,42000
4620614,462,MontrÈal,614,29600
5350614.01,535,Toronto,614.01,50400
5350614.02,535,Toronto,614.02,45600
4620615,462,MontrÈal,615,29000
5350615,535,Toronto,615,51600
4620616,462,MontrÈal,616,29000
4620617.01,462,MontrÈal,617.01,28400
4620617.02,462,MontrÈal,617.02,32400
4620618,462,MontrÈal,618,28600
4620619,462,MontrÈal,619,28600
5050620.01,505,Ottawa - Gatineau,620.01,41200
5050620.03,505,Ottawa - Gatineau,620.03,41200
5050620.04,505,Ottawa - Gatineau,620.04,44800
5350620.05,535,Toronto,620.05,48000
5350620.06,535,Toronto,620.06,53200
5350620.07,535,Toronto,620.07,48400
5350620.09,535,Toronto,620.09,52400
5350620.13,535,Toronto,620.13,38400
5350620.14,535,Toronto,620.14,47600
5350620.15,535,Toronto,620.15,51200
5350620.16,535,Toronto,620.16,46400
5350620.17,535,Toronto,620.17,46800
5350620.18,535,Toronto,620.18,46800
5350620.19,535,Toronto,620.19,48400
5350620.2,535,Toronto,620.2,29200
5350620.21,535,Toronto,620.21,58000
5350620.22,535,Toronto,620.22,46400
5350620.23,535,Toronto,620.23,57200
5350620.24,535,Toronto,620.24,55200
5350620.25,535,Toronto,620.25,61600
5350620.26,535,Toronto,620.26,53600
5350620.27,535,Toronto,620.27,52000
5350620.28,535,Toronto,620.28,46800
5350620.29,535,Toronto,620.29,52800
5350621,535,Toronto,621,40800
5350622,535,Toronto,622,41200
5350623,535,Toronto,623,36000
5350624,535,Toronto,624,43600
5350625,535,Toronto,625,35600
4620625.01,462,MontrÈal,625.01,37600
4620625.02,462,MontrÈal,625.02,39200
4620626,462,MontrÈal,626,40400
5350626,535,Toronto,626,43600
4620627,462,MontrÈal,627,34400
4620628.01,462,MontrÈal,628.01,35200
4620628.02,462,MontrÈal,628.02,38800
4620629,462,MontrÈal,629,36000
5350630,535,Toronto,630,34400
4620630.01,462,MontrÈal,630.01,43200
4620630.02,462,MontrÈal,630.02,42000
5050630.02,505,Ottawa - Gatineau,630.02,34400
5050630.03,505,Ottawa - Gatineau,630.03,44800
5050630.04,505,Ottawa - Gatineau,630.04,40000
4620631,462,MontrÈal,631,47600
5050631.01,505,Ottawa - Gatineau,631.01,41600
5050631.02,505,Ottawa - Gatineau,631.02,41200
5350631.02,535,Toronto,631.02,48800
5350631.03,535,Toronto,631.03,47600
5350631.04,535,Toronto,631.04,53600
5350632,535,Toronto,632,41200
4620632.01,462,MontrÈal,632.01,33600
4620632.02,462,MontrÈal,632.02,35600
4620632.03,462,MontrÈal,632.03,37600
4620632.04,462,MontrÈal,632.04,35200
4620633,462,MontrÈal,633,37600
5350633,535,Toronto,633,48000
4620634,462,MontrÈal,634,34400
5350634.01,535,Toronto,634.01,50800
5350634.02,535,Toronto,634.02,40400
4620635,462,MontrÈal,635,32400
5350635,535,Toronto,635,34800
4620636,462,MontrÈal,636,34000
5350636,535,Toronto,636,43200
5350637,535,Toronto,637,32400
4620637.01,462,MontrÈal,637.01,35200
4620637.02,462,MontrÈal,637.02,35600
5350638,535,Toronto,638,36000
4620638.01,462,MontrÈal,638.01,34800
4620638.02,462,MontrÈal,638.02,33600
4620638.03,462,MontrÈal,638.03,32400
4620638.04,462,MontrÈal,638.04,31200
4620639,462,MontrÈal,639,31600
5350639,535,Toronto,639,42800
4620640,462,MontrÈal,640,31600
4620641.01,462,MontrÈal,641.01,34000
4620641.02,462,MontrÈal,641.02,44400
4620642,462,MontrÈal,642,34000
4620643.01,462,MontrÈal,643.01,42400
