geouid,cma codde,cma name,census tract name,Med income
5550018,555,London,18,36000
5950018,595,Thunder Bay,18,41200
6020018,602,Winnipeg,18,33600
7050018,705,Regina,18,26800
8100018,810,Lethbridge,18,31800
8350018,835,Edmonton,18,
9250018,925,Kamloops,18,40000
9700018,970,Prince George,18,
5390018.01,539,St. Catharines - Niagara,18.01,39200
5900018.01,590,Sault Ste. Marie,18.01,39200
7250018.01,725,Saskatoon,18.01,33200
8250018.01,825,Calgary,18.01,36800
9150018.01,915,Kelowna,18.01,32800
9300018.01,930,Chilliwack,18.01,34800
9330018.01,933,Vancouver,18.01,32000
5390018.02,539,St. Catharines - Niagara,18.02,38000
5590018.02,559,Windsor,18.02,30800
5900018.02,590,Sault Ste. Marie,18.02,35600
7250018.02,725,Saskatoon,18.02,38000
8250018.02,825,Calgary,18.02,35600
9150018.02,915,Kelowna,18.02,34800
9300018.02,930,Chilliwack,18.02,37200
9330018.02,933,Vancouver,18.02,31400
5390018.03,539,St. Catharines - Niagara,18.03,45200
5590018.03,559,Windsor,18.03,26400
7250018.03,725,Saskatoon,18.03,34800
5590018.04,559,Windsor,18.04,35600
7250018.06,725,Saskatoon,18.06,41600
7250018.07,725,Saskatoon,18.07,37600
7250018.08,725,Saskatoon,18.08,46400
7250018.09,725,Saskatoon,18.09,37600
2050019,205,Halifax,19,34400
3100019,310,Saint John,19,23800
3200019,320,Fredericton,19,35200
4210019,421,QuÈbec,19,30000
4620019,462,MontrÈal,19,28800
5050019,505,Ottawa - Gatineau,19,39600
5350019,535,Toronto,19,29400
5370019,537,Hamilton,19,35200
5390019,539,St. Catharines - Niagara,19,31200
5410019,541,Kitchener - Cambridge - Waterloo,19,39200
5550019,555,London,19,30400
5950019,595,Thunder Bay,19,34400
6020019,602,Winnipeg,19,37600
7050019,705,Regina,19,31800
7250019,725,Saskatoon,19,31200
8100019,810,Lethbridge,19,26600
8250019,825,Calgary,19,35600
9250019,925,Kamloops,19,38800
9300019,930,Chilliwack,19,42000
9330019,933,Vancouver,19,32800
9700019,970,Prince George,19,44800
4330019.01,433,Sherbrooke,19.01,34400
5590019.01,559,Windsor,19.01,37200
8350019.01,835,Edmonton,19.01,47600
9150019.01,915,Kelowna,19.01,27400
9380019.01,938,Nanaimo,19.01,
4330019.02,433,Sherbrooke,19.02,38400
8350019.02,835,Edmonton,19.02,36800
9150019.02,915,Kelowna,19.02,41200
9380019.02,938,Nanaimo,19.02,35200
9150019.03,915,Kelowna,19.03,41600
5590019.04,559,Windsor,19.04,39200
9150019.04,915,Kelowna,19.04,38000
5590019.05,559,Windsor,19.05,42400
5590019.06,559,Windsor,19.06,35200
5590019.07,559,Windsor,19.07,48800
2050020,205,Halifax,20,35600
3100020,310,Saint John,20,30400
3200020,320,Fredericton,20,37600
4210020,421,QuÈbec,20,29800
5350020,535,Toronto,20,65000
5370020,537,Hamilton,20,40400
5390020,539,St. Catharines - Niagara,20,42000
5410020,541,Kitchener - Cambridge - Waterloo,20,40000
5590020,559,Windsor,20,38000
5950020,595,Thunder Bay,20,26200
6020020,602,Winnipeg,20,34000
7050020,705,Regina,20,38800
7250020,725,Saskatoon,20,34800
8250020,825,Calgary,20,38800
8350020,835,Edmonton,20,33600
9250020,925,Kamloops,20,38000
9330020,933,Vancouver,20,33600
9380020,938,Nanaimo,20,33200
9700020,970,Prince George,20,46400
5050020.01,505,Ottawa - Gatineau,20.01,32000
5550020.01,555,London,20.01,32800
8100020.01,810,Lethbridge,20.01,35200
9300020.01,930,Chilliwack,20.01,
5050020.02,505,Ottawa - Gatineau,20.02,31200
5550020.02,555,London,20.02,30600
8100020.02,810,Lethbridge,20.02,30800
9300020.02,930,Chilliwack,20.02,31400
9300020.03,930,Chilliwack,20.03,34800
2050021,205,Halifax,21,34000
3100021,310,Saint John,21,29200
3200021,320,Fredericton,21,43600
4210021,421,QuÈbec,21,34800
4620021,462,MontrÈal,21,25600
5050021,505,Ottawa - Gatineau,21,37600
5350021,535,Toronto,21,42400
5370021,537,Hamilton,21,37600
5410021,541,Kitchener - Cambridge - Waterloo,21,36800
5550021,555,London,21,23800
5590021,559,Windsor,21,39200
5950021,595,Thunder Bay,21,41200
6020021,602,Winnipeg,21,28400
7050021,705,Regina,21,39200
8100021,810,Lethbridge,21,
8350021,835,Edmonton,21,34400
9300021,930,Chilliwack,21,27400
9330021,933,Vancouver,21,33600
9700021,970,Prince George,21,42800
7250021.01,725,Saskatoon,21.01,37200
8250021.01,825,Calgary,21.01,43200
9250021.01,925,Kamloops,21.01,46800
7250021.02,725,Saskatoon,21.02,39200
8250021.02,825,Calgary,21.02,38400
9250021.02,925,Kamloops,21.02,43600
7250021.03,725,Saskatoon,21.03,39200
7250021.04,725,Saskatoon,21.04,38800
7250021.05,725,Saskatoon,21.05,42000
2050022,205,Halifax,22,34400
3100022,310,Saint John,22,25000
3200022,320,Fredericton,22,38400
4210022,421,QuÈbec,22,28800
4620022,462,MontrÈal,22,31600
5050022,505,Ottawa - Gatineau,22,28600
5350022,535,Toronto,22,45200
5370022,537,Hamilton,22,35200
5410022,541,Kitchener - Cambridge - Waterloo,22,36400
5550022,555,London,22,31400
5590022,559,Windsor,22,36800
6020022,602,Winnipeg,22,22600
7250022,725,Saskatoon,22,
8350022,835,Edmonton,22,33600
9250022,925,Kamloops,22,31800
9300022,930,Chilliwack,22,37600
9330022,933,Vancouver,22,43200
9700022,970,Prince George,22,43200
7050022.01,705,Regina,22.01,36400
8250022.01,825,Calgary,22.01,50400
7050022.02,705,Regina,22.02,43200
8250022.02,825,Calgary,22.02,41200
5950022.03,595,Thunder Bay,22.03,41600
5950022.04,595,Thunder Bay,22.04,33200
5950022.05,595,Thunder Bay,22.05,44800
5950022.06,595,Thunder Bay,22.06,44000
2050023,205,Halifax,23,30600
3100023,310,Saint John,23,24000
3200023,320,Fredericton,23,38000
4210023,421,QuÈbec,23,37200
4620023,462,MontrÈal,23,30800
5350023,535,Toronto,23,46400
5370023,537,Hamilton,23,40000
5410023,541,Kitchener - Cambridge - Waterloo,23,36400
5550023,555,London,23,26800
5590023,559,Windsor,23,37200
6020023,602,Winnipeg,23,25800
8250023,825,Calgary,23,46400
8350023,835,Edmonton,23,25000
9330023,933,Vancouver,23,30600
9700023,970,Prince George,23,36000
5050023.01,505,Ottawa - Gatineau,23.01,35600
5950023.01,595,Thunder Bay,23.01,46400
7050023.01,705,Regina,23.01,44400
9300023.01,930,Chilliwack,23.01,
5050023.02,505,Ottawa - Gatineau,23.02,51200
5950023.02,595,Thunder Bay,23.02,44000
7050023.02,705,Regina,23.02,40000
9300023.02,930,Chilliwack,23.02,32800
2050024,205,Halifax,24,35200
3100024,310,Saint John,24,29000
3200024,320,Fredericton,24,32400
4210024,421,QuÈbec,24,39200
4620024,462,MontrÈal,24,29600
5050024,505,Ottawa - Gatineau,24,34800
5350024,535,Toronto,24,42400
5370024,537,Hamilton,24,38000
5410024,541,Kitchener - Cambridge - Waterloo,24,44800
5550024,555,London,24,29600
5590024,559,Windsor,24,33600
6020024,602,Winnipeg,24,45600
7050024,705,Regina,24,42800
8250024,825,Calgary,24,45200
9300024,930,Chilliwack,24,30600
9330024,933,Vancouver,24,30400
8350024.01,835,Edmonton,24.01,56400
8350024.02,835,Edmonton,24.02,46000
3200025,320,Fredericton,25,21800
4210025,421,QuÈbec,25,38000
4620025,462,MontrÈal,25,30800
5050025,505,Ottawa - Gatineau,25,40000
5350025,535,Toronto,25,33600
5370025,537,Hamilton,25,42000
5410025,541,Kitchener - Cambridge - Waterloo,25,57600
5550025,555,London,25,35200
5590025,559,Windsor,25,31600
6020025,602,Winnipeg,25,25200
8250025,825,Calgary,25,39200
8350025,835,Edmonton,25,33600
9300025,930,Chilliwack,25,35200
9330025,933,Vancouver,25,31200
2050025.01,205,Halifax,25.01,30400
3100025.01,310,Saint John,25.01,35200
7050025.01,705,Regina,25.01,36800
2050025.02,205,Halifax,25.02,30800
3100025.02,310,Saint John,25.02,36400
7050025.02,705,Regina,25.02,34800
2050025.04,205,Halifax,25.04,31400
2050025.05,205,Halifax,25.05,39200
3100026,310,Saint John,26,37600
3200026,320,Fredericton,26,32400
4210026,421,QuÈbec,26,30800
4620026,462,MontrÈal,26,31400
5050026,505,Ottawa - Gatineau,26,33600
5350026,535,Toronto,26,36000
5550026,555,London,26,34400
5590026,559,Windsor,26,30400
6020026,602,Winnipeg,26,23000
7050026,705,Regina,26,33600
8250026,825,Calgary,26,34000
9300026,930,Chilliwack,26,
9330026,933,Vancouver,26,29600
5370026.01,537,Hamilton,26.01,34000
8350026.01,835,Edmonton,26.01,37600
2050026.02,205,Halifax,26.02,34000
5370026.02,537,Hamilton,26.02,30400
8350026.02,835,Edmonton,26.02,41200
2050026.03,205,Halifax,26.03,42800
5370026.03,537,Hamilton,26.03,42800
2050026.04,205,Halifax,26.04,36800
5370026.04,537,Hamilton,26.04,40000
2050026.05,205,Halifax,26.05,37600
5370026.05,537,Hamilton,26.05,36400
5370026.06,537,Hamilton,26.06,37600
2050027,205,Halifax,27,38400
3200027,320,Fredericton,27,31000
4210027,421,QuÈbec,27,33600
4620027,462,MontrÈal,27,31200
5050027,505,Ottawa - Gatineau,27,40000
5350027,535,Toronto,27,34400
5370027,537,Hamilton,27,38800
5590027,559,Windsor,27,27800
6020027,602,Winnipeg,27,27000
7050027,705,Regina,27,37200
8350027,835,Edmonton,27,32000
9300027,930,Chilliwack,27,
3100027.01,310,Saint John,27.01,39200
8250027.01,825,Calgary,27.01,37600
9330027.01,933,Vancouver,27.01,36800
3100027.02,310,Saint John,27.02,34000
8250027.02,825,Calgary,27.02,44800
9330027.02,933,Vancouver,27.02,40400
5550027.03,555,London,27.03,37200
8250027.03,825,Calgary,27.03,37600
5550027.04,555,London,27.04,37600
5550027.05,555,London,27.05,29400
5550027.06,555,London,27.06,41600
5550027.07,555,London,27.07,31200
3100028,310,Saint John,28,30200
3200028,320,Fredericton,28,27000
4210028,421,QuÈbec,28,30000
4620028,462,MontrÈal,28,33600
5050028,505,Ottawa - Gatineau,28,40800
5370028,537,Hamilton,28,36400
5550028,555,London,28,36000
5590028,559,Windsor,28,25800
6020028,602,Winnipeg,28,25200
8250028,825,Calgary,28,54800
8350028,835,Edmonton,28,29000
9300028,930,Chilliwack,28,34000
9330028,933,Vancouver,28,38800
5350028.01,535,Toronto,28.01,60800
7050028.01,705,Regina,28.01,47200
5350028.02,535,Toronto,28.02,47200
7050028.02,705,Regina,28.02,36800
7050028.03,705,Regina,28.03,46800
3100029,310,Saint John,29,37200
3200029,320,Fredericton,29,33200
4210029,421,QuÈbec,29,29000
4620029,462,MontrÈal,29,32800
5050029,505,Ottawa - Gatineau,29,37200
5350029,535,Toronto,29,32400
5370029,537,Hamilton,29,33600
5550029,555,London,29,28000
5590029,559,Windsor,29,18800
6020029,602,Winnipeg,29,28000
8250029,825,Calgary,29,35600
8350029,835,Edmonton,29,43200
9300029,930,Chilliwack,29,
9330029,933,Vancouver,29,40400
3200030,320,Fredericton,30,31200
4210030,421,QuÈbec,30,31800
4620030,462,MontrÈal,30,30600
5050030,505,Ottawa - Gatineau,30,36800
5350030,535,Toronto,30,46400
5370030,537,Hamilton,30,40800
5550030,555,London,30,31000
5590030,559,Windsor,30,24800
6020030,602,Winnipeg,30,35200
8250030,825,Calgary,30,38800
8350030,835,Edmonton,30,42800
9300030,930,Chilliwack,30,23400
9330030,933,Vancouver,30,35600
3200031,320,Fredericton,31,33200
4210031,421,QuÈbec,31,26400
4620031,462,MontrÈal,31,29800
5050031,505,Ottawa - Gatineau,31,40800
5350031,535,Toronto,31,27000
5370031,537,Hamilton,31,37200
5550031,555,London,31,26400
5590031,559,Windsor,31,27000
6020031,602,Winnipeg,31,35600
8350031,835,Edmonton,31,37200
9300031,930,Chilliwack,31,36000
8250031.01,825,Calgary,31.01,46400
9330031.01,933,Vancouver,31.01,40000
8250031.02,825,Calgary,31.02,46000
9330031.02,933,Vancouver,31.02,39600
4210032,421,QuÈbec,32,38400
4620032,462,MontrÈal,32,29600
5350032,535,Toronto,32,26000
5370032,537,Hamilton,32,30400
5550032,555,London,32,31200
5590032,559,Windsor,32,28600
6020032,602,Winnipeg,32,26800
8250032,825,Calgary,32,35600
9300032,930,Chilliwack,32,33200
5050032.01,505,Ottawa - Gatineau,32.01,39200
8350032.01,835,Edmonton,32.01,41600
9330032.01,933,Vancouver,32.01,35600
5050032.02,505,Ottawa - Gatineau,32.02,41200
8350032.02,835,Edmonton,32.02,44400
9330032.02,933,Vancouver,32.02,35600
4620033,462,MontrÈal,33,28600
5350033,535,Toronto,33,23600
5370033,537,Hamilton,33,31600
5550033,555,London,33,31200
5590033,559,Windsor,33,22800
6020033,602,Winnipeg,33,24800
9300033,930,Chilliwack,33,
4210033.01,421,QuÈbec,33.01,30200
5050033.01,505,Ottawa - Gatineau,33.01,48400
8250033.01,825,Calgary,33.01,36000
8350033.01,835,Edmonton,33.01,42400
9330033.01,933,Vancouver,33.01,34000
4210033.02,421,QuÈbec,33.02,32400
5050033.02,505,Ottawa - Gatineau,33.02,41200
8250033.02,825,Calgary,33.02,35600
8350033.02,835,Edmonton,33.02,40800
9330033.02,933,Vancouver,33.02,32000
4210034,421,QuÈbec,34,33200
4620034,462,MontrÈal,34,30200
5050034,505,Ottawa - Gatineau,34,56800
5370034,537,Hamilton,34,32800
5550034,555,London,34,30600
5590034,559,Windsor,34,28600
6020034,602,Winnipeg,34,22400
8250034,825,Calgary,34,42400
9300034,930,Chilliwack,34,
5350034.01,535,Toronto,34.01,31200
8350034.01,835,Edmonton,34.01,35200
9330034.01,933,Vancouver,34.01,31600
5350034.02,535,Toronto,34.02,35600
8350034.02,835,Edmonton,34.02,25400
9330034.02,933,Vancouver,34.02,30200
8350034.03,835,Edmonton,34.03,42400
4210035,421,QuÈbec,35,28400
4620035,462,MontrÈal,35,31400
5050035,505,Ottawa - Gatineau,35,38000
5350035,535,Toronto,35,36400
5370035,537,Hamilton,35,29600
5550035,555,London,35,39600
5590035,559,Windsor,35,24600
6020035,602,Winnipeg,35,27600
8350035,835,Edmonton,35,33600
8250035.01,825,Calgary,35.01,34400
9330035.01,933,Vancouver,35.01,32400
8250035.02,825,Calgary,35.02,31600
9330035.02,933,Vancouver,35.02,30400
4210036,421,QuÈbec,36,32800
4620036,462,MontrÈal,36,31200
5050036,505,Ottawa - Gatineau,36,52800
5350036,535,Toronto,36,34800
5370036,537,Hamilton,36,28800
5550036,555,London,36,29800
5590036,559,Windsor,36,34400
6020036,602,Winnipeg,36,22200
8350036,835,Edmonton,36,40000
8250036.01,825,Calgary,36.01,34000
9330036.01,933,Vancouver,36.01,30000
8250036.02,825,Calgary,36.02,28600
9330036.02,933,Vancouver,36.02,31000
4210037,421,QuÈbec,37,28000
4620037,462,MontrÈal,37,27600
5350037,535,Toronto,37,28400
5370037,537,Hamilton,37,24200
5550037,555,London,37,24600
5590037,559,Windsor,37,38800
6020037,602,Winnipeg,37,34800
8250037,825,Calgary,37,28400
8350037,835,Edmonton,37,41200
5050037.01,505,Ottawa - Gatineau,37.01,46400
9330037.01,933,Vancouver,37.01,34400
5050037.02,505,Ottawa - Gatineau,37.02,40400
9330037.02,933,Vancouver,37.02,34000
4620038,462,MontrÈal,38,25800
5050038,505,Ottawa - Gatineau,38,39200
5350038,535,Toronto,38,24400
5370038,537,Hamilton,38,31000
5550038,555,London,38,25000
5590038,559,Windsor,38,27800
6020038,602,Winnipeg,38,29600
8350038,835,Edmonton,38,37200
9330038,933,Vancouver,38,42400
4210038.01,421,QuÈbec,38.01,28000
4210038.02,421,QuÈbec,38.02,31600
8250038.02,825,Calgary,38.02,32400
8250038.03,825,Calgary,38.03,31400
8250038.04,825,Calgary,38.04,32400
8250038.05,825,Calgary,38.05,32400
8250038.06,825,Calgary,38.06,34800
8250038.07,825,Calgary,38.07,36800
8250038.08,825,Calgary,38.08,31800
8250038.1,825,Calgary,38.1,32400
8250038.11,825,Calgary,38.11,31000
8250038.12,825,Calgary,38.12,31400
8250038.13,825,Calgary,38.13,33200
8250038.14,825,Calgary,38.14,34800
8250038.15,825,Calgary,38.15,32400
8250038.17,825,Calgary,38.17,34800
8250038.18,825,Calgary,38.18,30200
8250038.2,825,Calgary,38.2,35200
8250038.21,825,Calgary,38.21,32000
8250038.22,825,Calgary,38.22,34000
8250038.23,825,Calgary,38.23,33200
8250038.24,825,Calgary,38.24,33600
8250038.25,825,Calgary,38.25,34800
8250038.27,825,Calgary,38.27,32400
8250038.28,825,Calgary,38.28,31800
8250038.3,825,Calgary,38.3,32000
8250038.35,825,Calgary,38.35,35600
8250038.36,825,Calgary,38.36,41200
8250038.37,825,Calgary,38.37,43200
8250038.38,825,Calgary,38.38,43600
8250038.39,825,Calgary,38.39,31400
8250038.4,825,Calgary,38.4,30200
8250038.41,825,Calgary,38.41,36400
8250038.42,825,Calgary,38.42,29000
8250038.43,825,Calgary,38.43,32800
8250038.44,825,Calgary,38.44,29000
8250038.45,825,Calgary,38.45,31400
8250038.46,825,Calgary,38.46,36400
8250038.47,825,Calgary,38.47,31200
8250038.48,825,Calgary,38.48,33200
8250038.49,825,Calgary,38.49,29600
4620039,462,MontrÈal,39,32000
5050039,505,Ottawa - Gatineau,39,33200
5350039,535,Toronto,39,26000
5370039,537,Hamilton,39,34800
5550039,555,London,39,26200
5590039,559,Windsor,39,35200
6020039,602,Winnipeg,39,33200
8250039,825,Calgary,39,30400
8350039,835,Edmonton,39,39200
4210039.01,421,QuÈbec,39.01,37200
9330039.01,933,Vancouver,39.01,42400
4210039.02,421,QuÈbec,39.02,32800
9330039.02,933,Vancouver,39.02,45600
4620040,462,MontrÈal,40,
5050040,505,Ottawa - Gatineau,40,44800
5350040,535,Toronto,40,32000
5370040,537,Hamilton,40,39200
5550040,555,London,40,31400
5590040,559,Windsor,40,36400
6020040,602,Winnipeg,40,39600
8250040,825,Calgary,40,38000
8350040,835,Edmonton,40,44400
4210040.01,421,QuÈbec,40.01,34400
9330040.01,933,Vancouver,40.01,43200
9330040.02,933,Vancouver,40.02,46800
4210040.04,421,QuÈbec,40.04,36400
4210040.05,421,QuÈbec,40.05,44800
4210040.06,421,QuÈbec,40.06,35600
4620041,462,MontrÈal,41,28200
5050041,505,Ottawa - Gatineau,41,34800
5350041,535,Toronto,41,34800
5370041,537,Hamilton,41,32000
5550041,555,London,41,32400
5590041,559,Windsor,41,39200
6020041,602,Winnipeg,41,32400
8250041,825,Calgary,41,39600
8350041,835,Edmonton,41,42400
9330041.01,933,Vancouver,41.01,46800
9330041.02,933,Vancouver,41.02,44800
4210041.03,421,QuÈbec,41.03,36000
4210041.04,421,QuÈbec,41.04,38800
4210041.06,421,QuÈbec,41.06,42000
4210041.07,421,QuÈbec,41.07,39200
4210041.08,421,QuÈbec,41.08,36800
4210041.09,421,QuÈbec,41.09,36800
4210041.1,421,QuÈbec,41.1,43200
4210041.11,421,QuÈbec,41.11,43200
4210041.12,421,QuÈbec,41.12,33200
4210041.13,421,QuÈbec,41.13,44000
4620042,462,MontrÈal,42,32000
5050042,505,Ottawa - Gatineau,42,27200
5350042,535,Toronto,42,35200
5370042,537,Hamilton,42,40000
5550042,555,London,42,32000
5590042,559,Windsor,42,40800
6020042,602,Winnipeg,42,26200
9330042,933,Vancouver,42,34800
8250042.01,825,Calgary,42.01,29600
8350042.01,835,Edmonton,42.01,34800
8250042.02,825,Calgary,42.02,54400
8350042.02,835,Edmonton,42.02,33200
4620043,462,MontrÈal,43,30800
5050043,505,Ottawa - Gatineau,43,46000
5350043,535,Toronto,43,38800
5370043,537,Hamilton,43,23000
5550043,555,London,43,38400
6020043,602,Winnipeg,43,23600
8250043,825,Calgary,43,37200
8350043,835,Edmonton,43,36800
5590043.01,559,Windsor,43.01,39600
9330043.01,933,Vancouver,43.01,33200
5590043.02,559,Windsor,43.02,47200
9330043.02,933,Vancouver,43.02,30800
4620044,462,MontrÈal,44,29000
5050044,505,Ottawa - Gatineau,44,55200
5370044,537,Hamilton,44,32400
6020044,602,Winnipeg,44,28200
8250044,825,Calgary,44,42000
8350044,835,Edmonton,44,30400
9330044,933,Vancouver,44,35600
5350044.01,535,Toronto,44.01,40400
5550044.01,555,London,44.01,24600
5350044.02,535,Toronto,44.02,48800
5550044.02,555,London,44.02,38800
5550044.04,555,London,44.04,36400
5550044.05,555,London,44.05,41200
5550044.06,555,London,44.06,36400
5550044.07,555,London,44.07,30200
4620045,462,MontrÈal,45,29200
5350045,535,Toronto,45,34800
5370045,537,Hamilton,45,22200
5550045,555,London,45,22400
6020045,602,Winnipeg,45,27600
8350045,835,Edmonton,45,24800
5050045.01,505,Ottawa - Gatineau,45.01,55200
8250045.01,825,Calgary,45.01,38800
9330045.01,933,Vancouver,45.01,42400
5050045.02,505,Ottawa - Gatineau,45.02,54000
8250045.02,825,Calgary,45.02,44000
9330045.02,933,Vancouver,45.02,37200
4620046,462,MontrÈal,46,33200
5050046,505,Ottawa - Gatineau,46,41200
5350046,535,Toronto,46,33200
5370046,537,Hamilton,46,30600
5550046,555,London,46,28000
6020046,602,Winnipeg,46,29600
8350046,835,Edmonton,46,27600
9330046,933,Vancouver,46,38400
8250046.01,825,Calgary,46.01,38400
8250046.02,825,Calgary,46.02,36800
4620047,462,MontrÈal,47,29400
5050047,505,Ottawa - Gatineau,47,68500
5370047,537,Hamilton,47,27400
5550047,555,London,47,30800
6020047,602,Winnipeg,47,32400
8250047,825,Calgary,47,33600
8350047,835,Edmonton,47,33200
9330047.01,933,Vancouver,47.01,48800
5350047.02,535,Toronto,47.02,26400
9330047.02,933,Vancouver,47.02,47200
5350047.03,535,Toronto,47.03,59200
5350047.04,535,Toronto,47.04,39200
4620048,462,MontrÈal,48,31800
5050048,505,Ottawa - Gatineau,48,56400
5350048,535,Toronto,48,36400
5370048,537,Hamilton,48,32800
5550048,555,London,48,29800
6020048,602,Winnipeg,48,31200
8250048,825,Calgary,48,39200
8350048,835,Edmonton,48,36000
9330048.01,933,Vancouver,48.01,44000
9330048.02,933,Vancouver,48.02,50400
4620049,462,MontrÈal,49,27200
5050049,505,Ottawa - Gatineau,49,47200
5350049,535,Toronto,49,42000
5370049,537,Hamilton,49,25400
6020049,602,Winnipeg,49,36800
8350049,835,Edmonton,49,41200
5550049.01,555,London,49.01,42400
8250049.01,825,Calgary,49.01,41600
5550049.02,555,London,49.02,36800
9330049.02,933,Vancouver,49.02,45600
9330049.03,933,Vancouver,49.03,56400
8250049.04,825,Calgary,49.04,48000
9330049.04,933,Vancouver,49.04,50800
8250049.05,825,Calgary,49.05,46400
9330049.05,933,Vancouver,49.05,45600
8250049.06,825,Calgary,49.06,49600
9330049.06,933,Vancouver,49.06,58400
8250049.07,825,Calgary,49.07,50400
4620050,462,MontrÈal,50,26800
5050050,505,Ottawa - Gatineau,50,30200
5370050,537,Hamilton,50,26400
8350050,835,Edmonton,50,33600
5350050.01,535,Toronto,50.01,54400
5550050.01,555,London,50.01,46400
6020050.01,602,Winnipeg,50.01,29600
8250050.01,825,Calgary,50.01,33200
5550050.02,555,London,50.02,37200
6020050.02,602,Winnipeg,50.02,32400
9330050.02,933,Vancouver,50.02,33200
5350050.03,535,Toronto,50.03,64500
5550050.03,555,London,50.03,36800
9330050.03,933,Vancouver,50.03,44400
5350050.04,535,Toronto,50.04,39600
9330050.04,933,Vancouver,50.04,36400
8250050.07,825,Calgary,50.07,35200
8250050.1,825,Calgary,50.1,58000
8250050.12,825,Calgary,50.12,56000
8250050.13,825,Calgary,50.13,41200
8250050.14,825,Calgary,50.14,54000
8250050.15,825,Calgary,50.15,62400
8250050.16,825,Calgary,50.16,55200
8250050.17,825,Calgary,50.17,49600
8250050.18,825,Calgary,50.18,63200
8250050.19,825,Calgary,50.19,54800
8250050.2,825,Calgary,50.2,
8250050.21,825,Calgary,50.21,54400
8250050.22,825,Calgary,50.22,55600
4620051,462,MontrÈal,51,29600
5050051,505,Ottawa - Gatineau,51,25400
5350051,535,Toronto,51,36000
5370051,537,Hamilton,51,26000
5550051,555,London,51,31200
8250051,825,Calgary,51,34000
6020051.01,602,Winnipeg,51.01,30800
8350051.01,835,Edmonton,51.01,38400
9330051.01,933,Vancouver,51.01,34800
6020051.02,602,Winnipeg,51.02,35200
8350051.02,835,Edmonton,51.02,
9330051.02,933,Vancouver,51.02,32400
6020051.03,602,Winnipeg,51.03,32400
4620052,462,MontrÈal,52,26400
5050052,505,Ottawa - Gatineau,52,40400
5350052,535,Toronto,52,42000
5370052,537,Hamilton,52,32400
6020052,602,Winnipeg,52,
8250052.01,825,Calgary,52.01,40800
8350052.01,835,Edmonton,52.01,
9330052.01,933,Vancouver,52.01,27200
8250052.02,825,Calgary,52.02,45200
8350052.02,835,Edmonton,52.02,27800
9330052.02,933,Vancouver,52.02,34400
8250052.03,825,Calgary,52.03,40000
8250052.04,825,Calgary,52.04,40000
8250052.06,825,Calgary,52.06,48800
8250052.07,825,Calgary,52.07,45200
8250052.09,825,Calgary,52.09,56400
8250052.1,825,Calgary,52.1,47200
8250052.11,825,Calgary,52.11,53600
8250052.12,825,Calgary,52.12,49200
4620053,462,MontrÈal,53,31600
5050053,505,Ottawa - Gatineau,53,30000
5350053,535,Toronto,53,36400
5370053,537,Hamilton,53,33200
8250053,825,Calgary,53,41600
8350053,835,Edmonton,53,31800
9330053.01,933,Vancouver,53.01,36000
9330053.02,933,Vancouver,53.02,34400
4620054,462,MontrÈal,54,36000
5050054,505,Ottawa - Gatineau,54,40400
5350054,535,Toronto,54,34400
5370054,537,Hamilton,54,34800
8250054,825,Calgary,54,39600
8350054.01,835,Edmonton,54.01,33200
9330054.01,933,Vancouver,54.01,36400
8350054.02,835,Edmonton,54.02,
9330054.02,933,Vancouver,54.02,32800
8350054.03,835,Edmonton,54.03,29000
5050055,505,Ottawa - Gatineau,55,50000
5350055,535,Toronto,55,38000
5370055,537,Hamilton,55,36800
8250055,825,Calgary,55,36000
8350055,835,Edmonton,55,31200
4620055.01,462,MontrÈal,55.01,48400
9330055.01,933,Vancouver,55.01,37200
4620055.02,462,MontrÈal,55.02,76500
9330055.02,933,Vancouver,55.02,37600
4620056,462,MontrÈal,56,29600
5050056,505,Ottawa - Gatineau,56,30800
5350056,535,Toronto,56,35600
5370056,537,Hamilton,56,37200
8250056,825,Calgary,56,42000
8350056,835,Edmonton,56,31200
9330056.01,933,Vancouver,56.01,32800
9330056.02,933,Vancouver,56.02,38000
4620057,462,MontrÈal,57,27200
5050057,505,Ottawa - Gatineau,57,56800
5350057,535,Toronto,57,34800
5370057,537,Hamilton,57,30600
8250057,825,Calgary,57,40400
8350057,835,Edmonton,57,38800
9330057.01,933,Vancouver,57.01,25800
9330057.02,933,Vancouver,57.02,26600
4620058,462,MontrÈal,58,28800
5050058,505,Ottawa - Gatineau,58,54400
5350058,535,Toronto,58,32400
5370058,537,Hamilton,58,31200
8250058,825,Calgary,58,39200
8350058,835,Edmonton,58,36400
9330058,933,Vancouver,58,24600
4620059,462,MontrÈal,59,34400
5050059,505,Ottawa - Gatineau,59,51600
5350059,535,Toronto,59,35200
5370059,537,Hamilton,59,32400
8250059,825,Calgary,59,39600
8350059,835,Edmonton,59,32800
9330059.07,933,Vancouver,59.07,53600
9330059.08,933,Vancouver,59.08,46800
9330059.09,933,Vancouver,59.09,40000
9330059.1,933,Vancouver,59.1,38800
9330059.11,933,Vancouver,59.11,45600
9330059.13,933,Vancouver,59.13,46400
9330059.15,933,Vancouver,59.15,50800
9330059.16,933,Vancouver,59.16,48800
9330059.17,933,Vancouver,59.17,33600
9330059.18,933,Vancouver,59.18,28600
4620060,462,MontrÈal,60,21400
5050060,505,Ottawa - Gatineau,60,37200
5350060,535,Toronto,60,36800
